Start date;End date;Volume (+) [MWh] Original resolutions;Volume (-) [MWh] Original resolutions;Price [€/MWh] Original resolutions;Net income [€] Original resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 12:15 AM;-;-;185.56;31,476,878.85
Jan 1, 2023 12:15 AM;Jan 1, 2023 12:30 AM;-;-;-78.96;-
Jan 1, 2023 12:30 AM;Jan 1, 2023 12:45 AM;-;-;-76.74;-
Jan 1, 2023 12:45 AM;Jan 1, 2023 1:00 AM;-;-;-60.71;-
Jan 1, 2023 1:00 AM;Jan 1, 2023 1:15 AM;-;-;250.99;-
Jan 1, 2023 1:15 AM;Jan 1, 2023 1:30 AM;-;-;237.10;-
Jan 1, 2023 1:30 AM;Jan 1, 2023 1:45 AM;-;-;225.43;-
Jan 1, 2023 1:45 AM;Jan 1, 2023 2:00 AM;-;-;212.36;-
Jan 1, 2023 2:00 AM;Jan 1, 2023 2:15 AM;-;-;-56.95;-
Jan 1, 2023 2:15 AM;Jan 1, 2023 2:30 AM;-;-;-70.84;-
Jan 1, 2023 2:30 AM;Jan 1, 2023 2:45 AM;-;-;-60.93;-
Jan 1, 2023 2:45 AM;Jan 1, 2023 3:00 AM;-;-;-119.70;-
Jan 1, 2023 3:00 AM;Jan 1, 2023 3:15 AM;-;-;-56.46;-
Jan 1, 2023 3:15 AM;Jan 1, 2023 3:30 AM;-;-;-75.10;-
Jan 1, 2023 3:30 AM;Jan 1, 2023 3:45 AM;-;-;-84.18;-
Jan 1, 2023 3:45 AM;Jan 1, 2023 4:00 AM;-;-;-56.18;-
Jan 1, 2023 4:00 AM;Jan 1, 2023 4:15 AM;-;-;192.89;-
Jan 1, 2023 4:15 AM;Jan 1, 2023 4:30 AM;-;-;-38.43;-
Jan 1, 2023 4:30 AM;Jan 1, 2023 4:45 AM;-;-;-62.78;-
Jan 1, 2023 4:45 AM;Jan 1, 2023 5:00 AM;-;-;-57.56;-
Jan 1, 2023 5:00 AM;Jan 1, 2023 5:15 AM;-;-;-81.73;-
Jan 1, 2023 5:15 AM;Jan 1, 2023 5:30 AM;-;-;-19.61;-
Jan 1, 2023 5:30 AM;Jan 1, 2023 5:45 AM;-;-;-3.69;-
Jan 1, 2023 5:45 AM;Jan 1, 2023 6:00 AM;-;-;-25.45;-
Jan 1, 2023 6:00 AM;Jan 1, 2023 6:15 AM;-;-;-76.88;-
Jan 1, 2023 6:15 AM;Jan 1, 2023 6:30 AM;-;-;-58.98;-
Jan 1, 2023 6:30 AM;Jan 1, 2023 6:45 AM;-;-;-59.66;-
Jan 1, 2023 6:45 AM;Jan 1, 2023 7:00 AM;-;-;-56.72;-
Jan 1, 2023 7:00 AM;Jan 1, 2023 7:15 AM;-;-;-69.73;-
Jan 1, 2023 7:15 AM;Jan 1, 2023 7:30 AM;-;-;-66.41;-
Jan 1, 2023 7:30 AM;Jan 1, 2023 7:45 AM;-;-;-178.79;-
Jan 1, 2023 7:45 AM;Jan 1, 2023 8:00 AM;-;-;-834.18;-
Jan 1, 2023 8:00 AM;Jan 1, 2023 8:15 AM;-;-;-276.31;-
Jan 1, 2023 8:15 AM;Jan 1, 2023 8:30 AM;-;-;-185.32;-
Jan 1, 2023 8:30 AM;Jan 1, 2023 8:45 AM;-;-;-186.59;-
Jan 1, 2023 8:45 AM;Jan 1, 2023 9:00 AM;-;-;-162.57;-
Jan 1, 2023 9:00 AM;Jan 1, 2023 9:15 AM;-;-;-140.87;-
Jan 1, 2023 9:15 AM;Jan 1, 2023 9:30 AM;-;-;-150.49;-
Jan 1, 2023 9:30 AM;Jan 1, 2023 9:45 AM;-;-;-128.95;-
Jan 1, 2023 9:45 AM;Jan 1, 2023 10:00 AM;-;-;-142.39;-
Jan 1, 2023 10:00 AM;Jan 1, 2023 10:15 AM;-;-;-176.78;-
Jan 1, 2023 10:15 AM;Jan 1, 2023 10:30 AM;-;-;-139.50;-
Jan 1, 2023 10:30 AM;Jan 1, 2023 10:45 AM;-;-;-124.01;-
Jan 1, 2023 10:45 AM;Jan 1, 2023 11:00 AM;-;-;146.20;-
Jan 1, 2023 11:00 AM;Jan 1, 2023 11:15 AM;-;-;208.04;-
Jan 1, 2023 11:15 AM;Jan 1, 2023 11:30 AM;-;-;-134.34;-
Jan 1, 2023 11:30 AM;Jan 1, 2023 11:45 AM;-;-;-151.84;-
Jan 1, 2023 11:45 AM;Jan 1, 2023 12:00 PM;-;-;-163.78;-
Jan 1, 2023 12:00 PM;Jan 1, 2023 12:15 PM;-;-;-141.49;-
Jan 1, 2023 12:15 PM;Jan 1, 2023 12:30 PM;-;-;-77.82;-
Jan 1, 2023 12:30 PM;Jan 1, 2023 12:45 PM;-;-;183.06;-
Jan 1, 2023 12:45 PM;Jan 1, 2023 1:00 PM;-;-;181.81;-
Jan 1, 2023 1:00 PM;Jan 1, 2023 1:15 PM;-;-;-188.05;-
Jan 1, 2023 1:15 PM;Jan 1, 2023 1:30 PM;-;-;-151.26;-
Jan 1, 2023 1:30 PM;Jan 1, 2023 1:45 PM;-;-;-59.97;-
Jan 1, 2023 1:45 PM;Jan 1, 2023 2:00 PM;-;-;182.26;-
Jan 1, 2023 2:00 PM;Jan 1, 2023 2:15 PM;-;-;-2,919.03;-
Jan 1, 2023 2:15 PM;Jan 1, 2023 2:30 PM;-;-;-1,007.76;-
Jan 1, 2023 2:30 PM;Jan 1, 2023 2:45 PM;-;-;276.06;-
Jan 1, 2023 2:45 PM;Jan 1, 2023 3:00 PM;-;-;197.11;-
Jan 1, 2023 3:00 PM;Jan 1, 2023 3:15 PM;-;-;200.01;-
Jan 1, 2023 3:15 PM;Jan 1, 2023 3:30 PM;-;-;-82.79;-
Jan 1, 2023 3:30 PM;Jan 1, 2023 3:45 PM;-;-;-55.58;-
Jan 1, 2023 3:45 PM;Jan 1, 2023 4:00 PM;-;-;-83.48;-
Jan 1, 2023 4:00 PM;Jan 1, 2023 4:15 PM;-;-;-13.79;-
Jan 1, 2023 4:15 PM;Jan 1, 2023 4:30 PM;-;-;-91.69;-
Jan 1, 2023 4:30 PM;Jan 1, 2023 4:45 PM;-;-;-63.87;-
Jan 1, 2023 4:45 PM;Jan 1, 2023 5:00 PM;-;-;209.07;-
Jan 1, 2023 5:00 PM;Jan 1, 2023 5:15 PM;-;-;260.32;-
Jan 1, 2023 5:15 PM;Jan 1, 2023 5:30 PM;-;-;203.20;-
Jan 1, 2023 5:30 PM;Jan 1, 2023 5:45 PM;-;-;183.73;-
Jan 1, 2023 5:45 PM;Jan 1, 2023 6:00 PM;-;-;-67.17;-
Jan 1, 2023 6:00 PM;Jan 1, 2023 6:15 PM;-;-;-180.57;-
Jan 1, 2023 6:15 PM;Jan 1, 2023 6:30 PM;-;-;-78.34;-
Jan 1, 2023 6:30 PM;Jan 1, 2023 6:45 PM;-;-;-69.89;-
Jan 1, 2023 6:45 PM;Jan 1, 2023 7:00 PM;-;-;-77.80;-
Jan 1, 2023 7:00 PM;Jan 1, 2023 7:15 PM;-;-;-40.92;-
Jan 1, 2023 7:15 PM;Jan 1, 2023 7:30 PM;-;-;-83.82;-
Jan 1, 2023 7:30 PM;Jan 1, 2023 7:45 PM;-;-;-114.98;-
Jan 1, 2023 7:45 PM;Jan 1, 2023 8:00 PM;-;-;-65.28;-
Jan 1, 2023 8:00 PM;Jan 1, 2023 8:15 PM;-;-;199.14;-
Jan 1, 2023 8:15 PM;Jan 1, 2023 8:30 PM;-;-;181.78;-
Jan 1, 2023 8:30 PM;Jan 1, 2023 8:45 PM;-;-;160.00;-
Jan 1, 2023 8:45 PM;Jan 1, 2023 9:00 PM;-;-;160.00;-
Jan 1, 2023 9:00 PM;Jan 1, 2023 9:15 PM;-;-;-37.44;-
Jan 1, 2023 9:15 PM;Jan 1, 2023 9:30 PM;-;-;-29.62;-
Jan 1, 2023 9:30 PM;Jan 1, 2023 9:45 PM;-;-;168.20;-
Jan 1, 2023 9:45 PM;Jan 1, 2023 10:00 PM;-;-;180.92;-
Jan 1, 2023 10:00 PM;Jan 1, 2023 10:15 PM;-;-;206.15;-
Jan 1, 2023 10:15 PM;Jan 1, 2023 10:30 PM;-;-;202.82;-
Jan 1, 2023 10:30 PM;Jan 1, 2023 10:45 PM;-;-;203.16;-
Jan 1, 2023 10:45 PM;Jan 1, 2023 11:00 PM;-;-;201.17;-
Jan 1, 2023 11:00 PM;Jan 1, 2023 11:15 PM;-;-;201.15;-
Jan 1, 2023 11:15 PM;Jan 1, 2023 11:30 PM;-;-;-59.96;-
Jan 1, 2023 11:30 PM;Jan 1, 2023 11:45 PM;-;-;-61.95;-
Jan 1, 2023 11:45 PM;Jan 2, 2023 12:00 AM;-;-;-228.92;-
Jan 2, 2023 12:00 AM;Jan 2, 2023 12:15 AM;-;-;-123.13;-
Jan 2, 2023 12:15 AM;Jan 2, 2023 12:30 AM;-;-;-151.25;-
Jan 2, 2023 12:30 AM;Jan 2, 2023 12:45 AM;-;-;-64.68;-
Jan 2, 2023 12:45 AM;Jan 2, 2023 1:00 AM;-;-;179.40;-
Jan 2, 2023 1:00 AM;Jan 2, 2023 1:15 AM;-;-;-50.87;-
Jan 2, 2023 1:15 AM;Jan 2, 2023 1:30 AM;-;-;-138.56;-
Jan 2, 2023 1:30 AM;Jan 2, 2023 1:45 AM;-;-;-78.02;-
Jan 2, 2023 1:45 AM;Jan 2, 2023 2:00 AM;-;-;-114.13;-
Jan 2, 2023 2:00 AM;Jan 2, 2023 2:15 AM;-;-;-10.40;-
Jan 2, 2023 2:15 AM;Jan 2, 2023 2:30 AM;-;-;-207.87;-
Jan 2, 2023 2:30 AM;Jan 2, 2023 2:45 AM;-;-;-218.64;-
Jan 2, 2023 2:45 AM;Jan 2, 2023 3:00 AM;-;-;-140.39;-
Jan 2, 2023 3:00 AM;Jan 2, 2023 3:15 AM;-;-;-20.04;-
Jan 2, 2023 3:15 AM;Jan 2, 2023 3:30 AM;-;-;-62.18;-
Jan 2, 2023 3:30 AM;Jan 2, 2023 3:45 AM;-;-;-63.25;-
Jan 2, 2023 3:45 AM;Jan 2, 2023 4:00 AM;-;-;-63.84;-
Jan 2, 2023 4:00 AM;Jan 2, 2023 4:15 AM;-;-;-62.34;-
Jan 2, 2023 4:15 AM;Jan 2, 2023 4:30 AM;-;-;-46.57;-
Jan 2, 2023 4:30 AM;Jan 2, 2023 4:45 AM;-;-;-27.08;-
Jan 2, 2023 4:45 AM;Jan 2, 2023 5:00 AM;-;-;-99.06;-
Jan 2, 2023 5:00 AM;Jan 2, 2023 5:15 AM;-;-;-213.56;-
Jan 2, 2023 5:15 AM;Jan 2, 2023 5:30 AM;-;-;-129.08;-
Jan 2, 2023 5:30 AM;Jan 2, 2023 5:45 AM;-;-;-102.62;-
Jan 2, 2023 5:45 AM;Jan 2, 2023 6:00 AM;-;-;-67.46;-
Jan 2, 2023 6:00 AM;Jan 2, 2023 6:15 AM;-;-;-171.46;-
Jan 2, 2023 6:15 AM;Jan 2, 2023 6:30 AM;-;-;-129.88;-
Jan 2, 2023 6:30 AM;Jan 2, 2023 6:45 AM;-;-;-273.61;-
Jan 2, 2023 6:45 AM;Jan 2, 2023 7:00 AM;-;-;-258.89;-
Jan 2, 2023 7:00 AM;Jan 2, 2023 7:15 AM;-;-;-220.27;-
Jan 2, 2023 7:15 AM;Jan 2, 2023 7:30 AM;-;-;-195.15;-
Jan 2, 2023 7:30 AM;Jan 2, 2023 7:45 AM;-;-;-119.50;-
Jan 2, 2023 7:45 AM;Jan 2, 2023 8:00 AM;-;-;-304.08;-
Jan 2, 2023 8:00 AM;Jan 2, 2023 8:15 AM;-;-;-239.61;-
Jan 2, 2023 8:15 AM;Jan 2, 2023 8:30 AM;-;-;-249.73;-
Jan 2, 2023 8:30 AM;Jan 2, 2023 8:45 AM;-;-;-83.30;-
Jan 2, 2023 8:45 AM;Jan 2, 2023 9:00 AM;-;-;-91.29;-
Jan 2, 2023 9:00 AM;Jan 2, 2023 9:15 AM;-;-;-5.12;-
Jan 2, 2023 9:15 AM;Jan 2, 2023 9:30 AM;-;-;9.85;-
Jan 2, 2023 9:30 AM;Jan 2, 2023 9:45 AM;-;-;184.66;-
Jan 2, 2023 9:45 AM;Jan 2, 2023 10:00 AM;-;-;296.94;-
Jan 2, 2023 10:00 AM;Jan 2, 2023 10:15 AM;-;-;236.22;-
Jan 2, 2023 10:15 AM;Jan 2, 2023 10:30 AM;-;-;235.92;-
Jan 2, 2023 10:30 AM;Jan 2, 2023 10:45 AM;-;-;268.09;-
Jan 2, 2023 10:45 AM;Jan 2, 2023 11:00 AM;-;-;263.09;-
Jan 2, 2023 11:00 AM;Jan 2, 2023 11:15 AM;-;-;4.02;-
Jan 2, 2023 11:15 AM;Jan 2, 2023 11:30 AM;-;-;-13.57;-
Jan 2, 2023 11:30 AM;Jan 2, 2023 11:45 AM;-;-;-4.87;-
Jan 2, 2023 11:45 AM;Jan 2, 2023 12:00 PM;-;-;15.51;-
Jan 2, 2023 12:00 PM;Jan 2, 2023 12:15 PM;-;-;7.83;-
Jan 2, 2023 12:15 PM;Jan 2, 2023 12:30 PM;-;-;11.93;-
Jan 2, 2023 12:30 PM;Jan 2, 2023 12:45 PM;-;-;198.80;-
Jan 2, 2023 12:45 PM;Jan 2, 2023 1:00 PM;-;-;-0.58;-
Jan 2, 2023 1:00 PM;Jan 2, 2023 1:15 PM;-;-;10.30;-
Jan 2, 2023 1:15 PM;Jan 2, 2023 1:30 PM;-;-;176.38;-
Jan 2, 2023 1:30 PM;Jan 2, 2023 1:45 PM;-;-;187.40;-
Jan 2, 2023 1:45 PM;Jan 2, 2023 2:00 PM;-;-;174.80;-
Jan 2, 2023 2:00 PM;Jan 2, 2023 2:15 PM;-;-;2.38;-
Jan 2, 2023 2:15 PM;Jan 2, 2023 2:30 PM;-;-;-3.88;-
Jan 2, 2023 2:30 PM;Jan 2, 2023 2:45 PM;-;-;6.12;-
Jan 2, 2023 2:45 PM;Jan 2, 2023 3:00 PM;-;-;6.27;-
Jan 2, 2023 3:00 PM;Jan 2, 2023 3:15 PM;-;-;206.22;-
Jan 2, 2023 3:15 PM;Jan 2, 2023 3:30 PM;-;-;218.21;-
Jan 2, 2023 3:30 PM;Jan 2, 2023 3:45 PM;-;-;210.58;-
Jan 2, 2023 3:45 PM;Jan 2, 2023 4:00 PM;-;-;38.06;-
Jan 2, 2023 4:00 PM;Jan 2, 2023 4:15 PM;-;-;1.76;-
Jan 2, 2023 4:15 PM;Jan 2, 2023 4:30 PM;-;-;348.76;-
Jan 2, 2023 4:30 PM;Jan 2, 2023 4:45 PM;-;-;9.28;-
Jan 2, 2023 4:45 PM;Jan 2, 2023 5:00 PM;-;-;47.65;-
Jan 2, 2023 5:00 PM;Jan 2, 2023 5:15 PM;-;-;204.84;-
Jan 2, 2023 5:15 PM;Jan 2, 2023 5:30 PM;-;-;9.77;-
Jan 2, 2023 5:30 PM;Jan 2, 2023 5:45 PM;-;-;5.15;-
Jan 2, 2023 5:45 PM;Jan 2, 2023 6:00 PM;-;-;-87.66;-
Jan 2, 2023 6:00 PM;Jan 2, 2023 6:15 PM;-;-;7.36;-
Jan 2, 2023 6:15 PM;Jan 2, 2023 6:30 PM;-;-;8.57;-
Jan 2, 2023 6:30 PM;Jan 2, 2023 6:45 PM;-;-;6.46;-
Jan 2, 2023 6:45 PM;Jan 2, 2023 7:00 PM;-;-;-10.60;-
Jan 2, 2023 7:00 PM;Jan 2, 2023 7:15 PM;-;-;9.98;-
Jan 2, 2023 7:15 PM;Jan 2, 2023 7:30 PM;-;-;14.97;-
Jan 2, 2023 7:30 PM;Jan 2, 2023 7:45 PM;-;-;11.56;-
Jan 2, 2023 7:45 PM;Jan 2, 2023 8:00 PM;-;-;12.54;-
Jan 2, 2023 8:00 PM;Jan 2, 2023 8:15 PM;-;-;11.86;-
Jan 2, 2023 8:15 PM;Jan 2, 2023 8:30 PM;-;-;-37.69;-
Jan 2, 2023 8:30 PM;Jan 2, 2023 8:45 PM;-;-;-8.88;-
Jan 2, 2023 8:45 PM;Jan 2, 2023 9:00 PM;-;-;-69.84;-
Jan 2, 2023 9:00 PM;Jan 2, 2023 9:15 PM;-;-;13.81;-
Jan 2, 2023 9:15 PM;Jan 2, 2023 9:30 PM;-;-;19.23;-
Jan 2, 2023 9:30 PM;Jan 2, 2023 9:45 PM;-;-;24.60;-
Jan 2, 2023 9:45 PM;Jan 2, 2023 10:00 PM;-;-;8.23;-
Jan 2, 2023 10:00 PM;Jan 2, 2023 10:15 PM;-;-;51.49;-
Jan 2, 2023 10:15 PM;Jan 2, 2023 10:30 PM;-;-;29.45;-
Jan 2, 2023 10:30 PM;Jan 2, 2023 10:45 PM;-;-;12.95;-
Jan 2, 2023 10:45 PM;Jan 2, 2023 11:00 PM;-;-;14.30;-
Jan 2, 2023 11:00 PM;Jan 2, 2023 11:15 PM;-;-;14.49;-
Jan 2, 2023 11:15 PM;Jan 2, 2023 11:30 PM;-;-;-12.45;-
Jan 2, 2023 11:30 PM;Jan 2, 2023 11:45 PM;-;-;-0.46;-
Jan 2, 2023 11:45 PM;Jan 3, 2023 12:00 AM;-;-;9.72;-
Jan 3, 2023 12:00 AM;Jan 3, 2023 12:15 AM;-;-;32.49;-
Jan 3, 2023 12:15 AM;Jan 3, 2023 12:30 AM;-;-;17.78;-
Jan 3, 2023 12:30 AM;Jan 3, 2023 12:45 AM;-;-;15.65;-
Jan 3, 2023 12:45 AM;Jan 3, 2023 1:00 AM;-;-;14.39;-
Jan 3, 2023 1:00 AM;Jan 3, 2023 1:15 AM;-;-;13.36;-
Jan 3, 2023 1:15 AM;Jan 3, 2023 1:30 AM;-;-;14.46;-
Jan 3, 2023 1:30 AM;Jan 3, 2023 1:45 AM;-;-;15.25;-
Jan 3, 2023 1:45 AM;Jan 3, 2023 2:00 AM;-;-;16.50;-
Jan 3, 2023 2:00 AM;Jan 3, 2023 2:15 AM;-;-;18.83;-
Jan 3, 2023 2:15 AM;Jan 3, 2023 2:30 AM;-;-;10.14;-
Jan 3, 2023 2:30 AM;Jan 3, 2023 2:45 AM;-;-;48.86;-
Jan 3, 2023 2:45 AM;Jan 3, 2023 3:00 AM;-;-;187.09;-
Jan 3, 2023 3:00 AM;Jan 3, 2023 3:15 AM;-;-;275.90;-
Jan 3, 2023 3:15 AM;Jan 3, 2023 3:30 AM;-;-;187.88;-
Jan 3, 2023 3:30 AM;Jan 3, 2023 3:45 AM;-;-;185.32;-
Jan 3, 2023 3:45 AM;Jan 3, 2023 4:00 AM;-;-;26.49;-
Jan 3, 2023 4:00 AM;Jan 3, 2023 4:15 AM;-;-;43.64;-
Jan 3, 2023 4:15 AM;Jan 3, 2023 4:30 AM;-;-;54.08;-
Jan 3, 2023 4:30 AM;Jan 3, 2023 4:45 AM;-;-;28.41;-
Jan 3, 2023 4:45 AM;Jan 3, 2023 5:00 AM;-;-;42.26;-
Jan 3, 2023 5:00 AM;Jan 3, 2023 5:15 AM;-;-;28.45;-
Jan 3, 2023 5:15 AM;Jan 3, 2023 5:30 AM;-;-;19.88;-
Jan 3, 2023 5:30 AM;Jan 3, 2023 5:45 AM;-;-;43.44;-
Jan 3, 2023 5:45 AM;Jan 3, 2023 6:00 AM;-;-;22.59;-
Jan 3, 2023 6:00 AM;Jan 3, 2023 6:15 AM;-;-;25.71;-
Jan 3, 2023 6:15 AM;Jan 3, 2023 6:30 AM;-;-;-19.93;-
Jan 3, 2023 6:30 AM;Jan 3, 2023 6:45 AM;-;-;-52.75;-
Jan 3, 2023 6:45 AM;Jan 3, 2023 7:00 AM;-;-;34.44;-
Jan 3, 2023 7:00 AM;Jan 3, 2023 7:15 AM;-;-;-47.21;-
Jan 3, 2023 7:15 AM;Jan 3, 2023 7:30 AM;-;-;-162.58;-
Jan 3, 2023 7:30 AM;Jan 3, 2023 7:45 AM;-;-;47.24;-
Jan 3, 2023 7:45 AM;Jan 3, 2023 8:00 AM;-;-;61.54;-
Jan 3, 2023 8:00 AM;Jan 3, 2023 8:15 AM;-;-;45.33;-
Jan 3, 2023 8:15 AM;Jan 3, 2023 8:30 AM;-;-;43.94;-
Jan 3, 2023 8:30 AM;Jan 3, 2023 8:45 AM;-;-;61.70;-
Jan 3, 2023 8:45 AM;Jan 3, 2023 9:00 AM;-;-;65.63;-
Jan 3, 2023 9:00 AM;Jan 3, 2023 9:15 AM;-;-;-54.61;-
Jan 3, 2023 9:15 AM;Jan 3, 2023 9:30 AM;-;-;286.24;-
Jan 3, 2023 9:30 AM;Jan 3, 2023 9:45 AM;-;-;53.69;-
Jan 3, 2023 9:45 AM;Jan 3, 2023 10:00 AM;-;-;45.79;-
Jan 3, 2023 10:00 AM;Jan 3, 2023 10:15 AM;-;-;47.77;-
Jan 3, 2023 10:15 AM;Jan 3, 2023 10:30 AM;-;-;-15.10;-
Jan 3, 2023 10:30 AM;Jan 3, 2023 10:45 AM;-;-;-36.07;-
Jan 3, 2023 10:45 AM;Jan 3, 2023 11:00 AM;-;-;46.80;-
Jan 3, 2023 11:00 AM;Jan 3, 2023 11:15 AM;-;-;38.33;-
Jan 3, 2023 11:15 AM;Jan 3, 2023 11:30 AM;-;-;50.13;-
Jan 3, 2023 11:30 AM;Jan 3, 2023 11:45 AM;-;-;57.73;-
Jan 3, 2023 11:45 AM;Jan 3, 2023 12:00 PM;-;-;51.09;-
Jan 3, 2023 12:00 PM;Jan 3, 2023 12:15 PM;-;-;49.81;-
Jan 3, 2023 12:15 PM;Jan 3, 2023 12:30 PM;-;-;49.65;-
Jan 3, 2023 12:30 PM;Jan 3, 2023 12:45 PM;-;-;56.71;-
Jan 3, 2023 12:45 PM;Jan 3, 2023 1:00 PM;-;-;64.88;-
Jan 3, 2023 1:00 PM;Jan 3, 2023 1:15 PM;-;-;54.57;-
Jan 3, 2023 1:15 PM;Jan 3, 2023 1:30 PM;-;-;56.56;-
Jan 3, 2023 1:30 PM;Jan 3, 2023 1:45 PM;-;-;60.02;-
Jan 3, 2023 1:45 PM;Jan 3, 2023 2:00 PM;-;-;46.93;-
Jan 3, 2023 2:00 PM;Jan 3, 2023 2:15 PM;-;-;45.17;-
Jan 3, 2023 2:15 PM;Jan 3, 2023 2:30 PM;-;-;61.88;-
Jan 3, 2023 2:30 PM;Jan 3, 2023 2:45 PM;-;-;63.07;-
Jan 3, 2023 2:45 PM;Jan 3, 2023 3:00 PM;-;-;69.24;-
Jan 3, 2023 3:00 PM;Jan 3, 2023 3:15 PM;-;-;56.67;-
Jan 3, 2023 3:15 PM;Jan 3, 2023 3:30 PM;-;-;75.00;-
Jan 3, 2023 3:30 PM;Jan 3, 2023 3:45 PM;-;-;276.71;-
Jan 3, 2023 3:45 PM;Jan 3, 2023 4:00 PM;-;-;67.40;-
Jan 3, 2023 4:00 PM;Jan 3, 2023 4:15 PM;-;-;238.96;-
Jan 3, 2023 4:15 PM;Jan 3, 2023 4:30 PM;-;-;267.23;-
Jan 3, 2023 4:30 PM;Jan 3, 2023 4:45 PM;-;-;334.11;-
Jan 3, 2023 4:45 PM;Jan 3, 2023 5:00 PM;-;-;319.11;-
Jan 3, 2023 5:00 PM;Jan 3, 2023 5:15 PM;-;-;513.18;-
Jan 3, 2023 5:15 PM;Jan 3, 2023 5:30 PM;-;-;751.53;-
Jan 3, 2023 5:30 PM;Jan 3, 2023 5:45 PM;-;-;1,014.19;-
Jan 3, 2023 5:45 PM;Jan 3, 2023 6:00 PM;-;-;59.63;-
Jan 3, 2023 6:00 PM;Jan 3, 2023 6:15 PM;-;-;-47.81;-
Jan 3, 2023 6:15 PM;Jan 3, 2023 6:30 PM;-;-;50.36;-
Jan 3, 2023 6:30 PM;Jan 3, 2023 6:45 PM;-;-;52.64;-
Jan 3, 2023 6:45 PM;Jan 3, 2023 7:00 PM;-;-;65.87;-
Jan 3, 2023 7:00 PM;Jan 3, 2023 7:15 PM;-;-;58.90;-
Jan 3, 2023 7:15 PM;Jan 3, 2023 7:30 PM;-;-;32.24;-
Jan 3, 2023 7:30 PM;Jan 3, 2023 7:45 PM;-;-;42.78;-
Jan 3, 2023 7:45 PM;Jan 3, 2023 8:00 PM;-;-;9.96;-
Jan 3, 2023 8:00 PM;Jan 3, 2023 8:15 PM;-;-;51.99;-
Jan 3, 2023 8:15 PM;Jan 3, 2023 8:30 PM;-;-;21.73;-
Jan 3, 2023 8:30 PM;Jan 3, 2023 8:45 PM;-;-;23.02;-
Jan 3, 2023 8:45 PM;Jan 3, 2023 9:00 PM;-;-;39.28;-
Jan 3, 2023 9:00 PM;Jan 3, 2023 9:15 PM;-;-;30.98;-
Jan 3, 2023 9:15 PM;Jan 3, 2023 9:30 PM;-;-;-10.87;-
Jan 3, 2023 9:30 PM;Jan 3, 2023 9:45 PM;-;-;-22.53;-
Jan 3, 2023 9:45 PM;Jan 3, 2023 10:00 PM;-;-;-22.95;-
Jan 3, 2023 10:00 PM;Jan 3, 2023 10:15 PM;-;-;18.81;-
Jan 3, 2023 10:15 PM;Jan 3, 2023 10:30 PM;-;-;56.54;-
Jan 3, 2023 10:30 PM;Jan 3, 2023 10:45 PM;-;-;206.42;-
Jan 3, 2023 10:45 PM;Jan 3, 2023 11:00 PM;-;-;227.56;-
Jan 3, 2023 11:00 PM;Jan 3, 2023 11:15 PM;-;-;-95.57;-
Jan 3, 2023 11:15 PM;Jan 3, 2023 11:30 PM;-;-;2.26;-
Jan 3, 2023 11:30 PM;Jan 3, 2023 11:45 PM;-;-;-1.04;-
Jan 3, 2023 11:45 PM;Jan 4, 2023 12:00 AM;-;-;178.86;-
Jan 4, 2023 12:00 AM;Jan 4, 2023 12:15 AM;-;-;-11.77;-
Jan 4, 2023 12:15 AM;Jan 4, 2023 12:30 AM;-;-;-55.16;-
Jan 4, 2023 12:30 AM;Jan 4, 2023 12:45 AM;-;-;-95.51;-
Jan 4, 2023 12:45 AM;Jan 4, 2023 1:00 AM;-;-;-17.39;-
Jan 4, 2023 1:00 AM;Jan 4, 2023 1:15 AM;-;-;-28.29;-
Jan 4, 2023 1:15 AM;Jan 4, 2023 1:30 AM;-;-;-130.33;-
Jan 4, 2023 1:30 AM;Jan 4, 2023 1:45 AM;-;-;-74.67;-
Jan 4, 2023 1:45 AM;Jan 4, 2023 2:00 AM;-;-;-117.07;-
Jan 4, 2023 2:00 AM;Jan 4, 2023 2:15 AM;-;-;-1.97;-
Jan 4, 2023 2:15 AM;Jan 4, 2023 2:30 AM;-;-;-191.04;-
Jan 4, 2023 2:30 AM;Jan 4, 2023 2:45 AM;-;-;-103.41;-
Jan 4, 2023 2:45 AM;Jan 4, 2023 3:00 AM;-;-;-48.64;-
Jan 4, 2023 3:00 AM;Jan 4, 2023 3:15 AM;-;-;-69.52;-
Jan 4, 2023 3:15 AM;Jan 4, 2023 3:30 AM;-;-;-125.15;-
Jan 4, 2023 3:30 AM;Jan 4, 2023 3:45 AM;-;-;-85.31;-
Jan 4, 2023 3:45 AM;Jan 4, 2023 4:00 AM;-;-;-70.81;-
Jan 4, 2023 4:00 AM;Jan 4, 2023 4:15 AM;-;-;221.74;-
Jan 4, 2023 4:15 AM;Jan 4, 2023 4:30 AM;-;-;-8.05;-
Jan 4, 2023 4:30 AM;Jan 4, 2023 4:45 AM;-;-;-91.54;-
Jan 4, 2023 4:45 AM;Jan 4, 2023 5:00 AM;-;-;-42.35;-
Jan 4, 2023 5:00 AM;Jan 4, 2023 5:15 AM;-;-;196.07;-
Jan 4, 2023 5:15 AM;Jan 4, 2023 5:30 AM;-;-;-16.94;-
Jan 4, 2023 5:30 AM;Jan 4, 2023 5:45 AM;-;-;-115.42;-
Jan 4, 2023 5:45 AM;Jan 4, 2023 6:00 AM;-;-;-22.34;-
